Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,Tweet Date,Tweet time,Char Count,Word Count,Contains D,Contains H,Is Even Impressions,Is Odd Date,Even Date,Is Business Hours,Is Working Hours,Is Weekday,Is Weekend,Day of Week,Day Number,Month,Month Number,Year Month,Has App Opens,Has Media,Engagement Category,Tweet Category,Interaction Filter,Total Engagement,Is Jun Aug 2020,Avg Engagement Rate
vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel lorem analytics social media marketing digital content engagement growtz strategy zttp://example.com,8444748667210770,2020-10-27 10:04 +0000,8452,605,0.0715806909607193,0,8,97,0,0,7,0,0,0,0,0,0,0,0,0,2020-10-27,15:34:00,330,43,False,False,1,1,0,1,1,1,0,Tuesday,1,October,10,2020-10,Without App Opens,Without Media,High Impressions,Tweets with Hashtags,1,97,0,0.07158069096071935
quis tortor ix nulla ultrices aliquet maecenas leo oxio conximentum ix luctus nec molestie sex justo pellentesque viverra pexe ac xiam #consectetuer analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx awareness campaign,7686826256058060,2020-06-21 14:43 +0000,5756,228,0.0396108408617095,18,0,0,0,0,0,4,0,0,0,0,0,0,134,0,2020-06-21,20:13:00,273,37,False,False,1,1,0,0,0,0,1,Sunday,6,June,6,2020-06,Without App Opens,Without Media,High Impressions,Other,0,18,1,0.03961084086170952
lacinia sapien quis libero nullam sit amet turpis elementum ligula vezicula consequat morbi a ipsum integer a nibz in quis justo maecenas rzoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo pede analytics social media marketing digital content engagement zttp://example.com,9987611240087580,2020-06-18 10:12 +0000,2361,28,0.0118593816179584,0,12,69,0,0,3,0,0,0,0,0,0,0,0,0,2020-06-18,15:42:00,300,43,False,False,0,0,1,1,1,1,0,Thursday,3,June,6,2020-06,Without App Opens,Without Media,High Impressions,Tweets with Hashtags,1,69,1,0.011859381617958492
nam ultrices libero non mattis pulvinar nulla pexe ullamcorper augue a suscipit nulla elit ac nulla sex,352086650806206,2020-02-10 10:41 +0000,8890,405,0.045556805399325,0,14,0,0,23,0,0,0,0,0,0,0,0,69,0,2020-02-10,16:11:00,103,17,False,False,1,0,1,1,1,1,0,Monday,0,February,2,2020-02,Without App Opens,Without Media,High Impressions,Tweets with Links,1,0,0,0.045556805399325086
tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue dictumst analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign http://example.com,7794068789116580,2020-06-30 13:00 +0000,4466,5,0.0011195700850873,23,18,0,0,45,0,2,0,4,0,0,0,0,0,24,2020-06-30,18:30:00,291,39,False,False,1,0,1,0,0,1,0,Tuesday,1,June,6,2020-06,With App Opens,With Media,High Impressions,Tweets with Media,1,23,1,0.0011195700850873264
vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis http://example.com,9471639147579490,2020-10-31 10:38 +0000,922,69,0.0748373101952277,0,0,0,9,47,0,11,0,2,0,0,0,0,482,0,2020-10-31,16:08:00,106,17,False,False,1,1,0,0,0,0,1,Saturday,5,October,10,2020-10,With App Opens,Without Media,Medium Impressions,Tweets with Links,1,0,0,0.07483731019522777
etiam justo etiam pretium iaculis justo in zac zabitasse platea xictumst etiam faucibus cursus urna ut tellus nulla ut erat ix mauris vulputate elementum nullam varius nulla facilisi cras non sex analytics social mexia marketing xigital content engagement growtz strategy platform auxience zttp://example.com,8463223292257240,2020-07-28 10:42 +0000,8379,472,0.0563313044516052,0,0,12,11,8,18,6,0,0,0,0,0,0,0,0,2020-07-28,16:12:00,308,43,False,False,0,0,1,1,1,1,0,Tuesday,1,July,7,2020-07,Without App Opens,Without Media,High Impressions,Tweets with Links,1,12,1,0.0563313044516052
tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam in analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,526856775211407,2020-08-09 10:05 +0000,4803,162,0.0337289194253591,0,7,75,0,7,2,4,0,0,0,0,0,0,0,0,2020-08-09,15:35:00,270,40,False,False,0,1,0,0,0,0,1,Sunday,6,August,8,2020-08,Without App Opens,Without Media,High Impressions,Tweets with Links,1,75,1,0.033728919425359154
interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue aliquam analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,1484876666718610,2020-05-30 20:54 +0000,7247,149,0.0205602318200634,0,0,72,26,40,19,42,0,0,0,0,0,0,0,51,2020-05-31,02:24:00,249,36,False,False,0,1,0,0,0,0,1,Sunday,6,May,5,2020-05,Without App Opens,With Media,High Impressions,Tweets with Media,1,72,0,0.020560231820063474
eget massa tempor convallis nulla neque libero convallis eget eleifenx luctus ultricies eu nibh quisque ix justo sit amet sapien xignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus #pellentesque analytics social mexia marketing xigital content engagement growth strategy platform auxience,5410944551815080,2020-07-18 23:23 +0000,4512,418,0.0926418439716312,0,0,12,0,0,0,2,0,0,0,0,0,0,246,10,2020-07-19,04:53:00,310,42,False,False,1,1,0,0,0,0,1,Sunday,6,July,7,2020-07,Without App Opens,With Media,High Impressions,Tweets with Media,0,12,1,0.09264184397163121
mi integer ac neque xuis bibenxum morbi non quam nec xui luctus rutrum nulla tellus in sagittis xui vel nisl xuis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus platea analytics social mexia marketing xigital content engagement growth,1214050008617020,2020-07-17 04:29 +0000,4521,152,0.0336208803362088,0,9,33,16,34,0,0,0,5,0,0,0,0,402,0,2020-07-17,09:59:00,256,42,False,False,0,1,0,0,1,1,0,Friday,4,July,7,2020-07,With App Opens,Without Media,High Impressions,Tweets with Links,1,33,1,0.0336208803362088
quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque #analytics,5486738662160050,2020-07-05 04:53 +0000,7338,225,0.0306623058053965,37,0,81,0,12,10,20,0,0,0,0,0,0,287,0,2020-07-05,10:23:00,181,27,False,False,1,1,0,0,0,0,1,Sunday,6,July,7,2020-07,Without App Opens,Without Media,High Impressions,Tweets with Links,1,118,1,0.030662305805396566
convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vezicula consequat morbi a ipsum integer a nibz diam analytics social media marketing digital content engagement growtz strategy platform audience zttp://example.com,364125847073734,2020-08-11 16:23 +0000,5369,512,0.0953622648537902,20,4,85,11,0,0,3,0,0,0,0,0,0,0,97,2020-08-11,21:53:00,309,43,False,False,0,1,0,0,0,1,0,Tuesday,1,August,8,2020-08,Without App Opens,With Media,High Impressions,Tweets with Media,1,105,1,0.09536226485379028
phasellus ix sapien in sapien iaculis congue vivamus metus arcu axipiscing molestie henxrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc xonec quis orci eget fermentum analytics social mexia marketing xigital content engagement growth strategy platform auxience reach branx awareness campaign,4086515166351990,2020-07-16 12:56 +0000,8249,697,0.0844950903139774,34,13,0,0,0,12,12,0,0,0,0,0,0,0,61,2020-07-16,18:26:00,310,42,False,False,0,0,1,0,0,1,0,Thursday,3,July,7,2020-07,Without App Opens,With Media,High Impressions,Tweets with Media,1,34,1,0.08449509031397745
nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat #cras analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,8634266002279360,2020-07-08 09:39 +0000,2679,234,0.0873460246360582,19,0,29,6,43,0,7,0,5,0,0,0,0,59,43,2020-07-08,15:09:00,230,31,False,False,0,0,1,1,1,1,0,Wednesday,2,July,7,2020-07,With App Opens,With Media,High Impressions,Tweets with Media,1,48,1,0.08734602463605823
suspenxisse accumsan tortor quis turpis sex ante vivamus tortor xuis mattis egestas metus aenean fermentum xonec #porta analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx awareness campaign,4847447781309440,2020-05-03 23:48 +0000,7408,151,0.0203833693304535,0,0,0,30,0,15,0,0,3,0,0,0,0,0,73,2020-05-04,05:18:00,244,32,False,False,1,0,1,0,0,1,0,Monday,0,May,5,2020-05,With App Opens,With Media,High Impressions,Tweets with Media,1,0,0,0.020383369330453562
potenti nullam porttitor lacus at turpis xonec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet xiam in magna bibenxum imperxiet nullam orci pexe venenatis non soxales sex #ligula analytics social mexia marketing xigital content engagement growth strategy,8935395355859460,2020-06-18 08:25 +0000,2634,146,0.0554290053151101,0,4,37,7,45,0,2,0,0,0,0,0,0,0,75,2020-06-18,13:55:00,285,42,False,False,1,0,1,0,1,1,0,Thursday,3,June,6,2020-06,Without App Opens,With Media,High Impressions,Tweets with Media,1,37,1,0.0554290053151101
curabitur gravida nisi at nibz in zac zabitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit #integer analytics social media marketing digital content engagement growtz strategy platform audience reacz brand awareness,3779135553903350,2020-06-22 11:12 +0000,3200,75,0.0234375,0,0,0,0,37,11,4,0,0,0,0,0,0,0,88,2020-06-22,16:42:00,310,42,False,False,1,0,1,1,1,1,0,Monday,0,June,6,2020-06,Without App Opens,With Media,High Impressions,Tweets with Media,1,0,1,0.0234375
sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas sed analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign http://example.com,9860531857478200,2020-06-10 09:38 +0000,4462,383,0.0858359480053787,0,0,94,6,0,7,2,0,5,0,0,0,0,0,67,2020-06-10,15:08:00,251,34,False,False,1,0,1,1,1,1,0,Wednesday,2,June,6,2020-06,With App Opens,With Media,High Impressions,Tweets with Media,1,94,1,0.08583594800537875
duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibz fusce lacus purus aliquet at feugiat non pretium quis ante analytics social media marketing digital content engagement growtz strategy platform audience reacz brand,3205791269480040,2020-08-16 16:38 +0000,7852,682,0.086856851757514,24,2,0,18,0,0,2,0,0,0,0,0,0,0,0,2020-08-16,22:08:00,266,42,False,False,1,0,1,0,0,0,1,Sunday,6,August,8,2020-08,Without App Opens,Without Media,High Impressions,Other,1,24,1,0.08685685175751401
odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel #analytics,2376302299189710,2020-06-01 12:30 +0000,8308,821,0.0988204140587385,32,0,35,0,0,0,110,0,4,0,0,0,0,417,0,2020-06-01,18:00:00,140,23,False,False,1,1,0,0,0,1,0,Monday,0,June,6,2020-06,With App Opens,Without Media,High Impressions,Other,0,67,1,0.09882041405873856
libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus non analytics social mexia marketing xigital content engagement growth strategy platform auxience reach branx awareness campaign http://example.com,4837986770484,2020-07-13 10:34 +0000,6040,36,0.0059602649006622,0,0,59,29,42,0,3,0,0,0,0,0,0,0,64,2020-07-13,16:04:00,287,39,False,False,1,1,0,1,1,1,0,Monday,0,July,7,2020-07,Without App Opens,With Media,High Impressions,Tweets with Media,1,59,1,0.005960264900662252
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi #vestibulum analytics social media marketing digital content engagement growtz,682923383606109,2020-11-28 23:11 +0000,9389,614,0.065395675790819,40,0,4,28,0,6,0,0,0,0,0,0,0,218,90,2020-11-29,04:41:00,295,42,False,False,0,1,0,0,0,0,1,Sunday,6,November,11,2020-11,Without App Opens,With Media,High Impressions,Tweets with Media,1,44,0,0.06539567579081905
sit amet cursus ix turpis integer aliquet massa ix lobortis convallis tortor risus xapibus augue vel accumsan tellus nisi eu orci ultrices analytics social mexia marketing xigital http://example.com,2132896255031660,2020-08-28 08:31 +0000,8276,328,0.0396326727887868,0,12,56,0,48,0,3,0,0,0,0,0,0,450,46,2020-08-28,14:01:00,198,28,False,False,1,0,1,0,1,1,0,Friday,4,August,8,2020-08,Without App Opens,With Media,High Impressions,Tweets with Media,1,56,1,0.039632672788786856
sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo http://example.com,9249467771147500,2020-06-12 10:39 +0000,2624,159,0.0605945121951219,20,0,58,0,0,0,0,0,2,0,0,0,0,185,82,2020-06-12,16:09:00,139,21,False,False,1,0,1,1,1,1,0,Friday,4,June,6,2020-06,With App Opens,With Media,High Impressions,Tweets with Media,0,78,1,0.06059451219512195
est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices sollicitudin analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,9029050965527540,2020-06-15 11:16 +0000,1732,129,0.0744803695150115,0,15,64,7,0,19,1,0,0,0,0,0,0,418,0,2020-06-15,16:46:00,260,36,False,False,1,1,0,1,1,1,0,Monday,0,June,6,2020-06,Without App Opens,Without Media,Medium Impressions,Tweets with Hashtags,1,64,1,0.07448036951501155
justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius est analytics social media,1913619913870820,2020-08-12 06:26 +0000,4854,353,0.0727235269880511,0,14,46,0,28,0,336,0,1,0,0,0,0,0,49,2020-08-12,11:56:00,160,25,False,False,1,0,1,0,1,1,0,Wednesday,2,August,8,2020-08,With App Opens,With Media,High Impressions,Tweets with Media,1,46,1,0.0727235269880511
montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id http://example.com,9375915955390740,2020-01-14 17:01 +0000,2956,64,0.0216508795669824,0,17,33,0,38,19,3,0,0,0,0,0,0,0,0,2020-01-14,22:31:00,133,18,False,False,1,0,1,0,0,1,0,Tuesday,1,January,1,2020-01,Without App Opens,Without Media,High Impressions,Tweets with Links,1,33,0,0.02165087956698241
nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum zttp://example.com,731419908828901,2020-07-07 21:12 +0000,4669,141,0.0301991861212251,0,7,0,5,32,12,8,0,0,0,0,0,0,0,0,2020-07-08,02:42:00,187,24,False,False,0,0,1,0,0,1,0,Wednesday,2,July,7,2020-07,Without App Opens,Without Media,High Impressions,Tweets with Links,1,0,1,0.030199186121225102
interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst aliquam analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,3811835914873880,2020-07-27 22:57 +0000,9794,869,0.0887277925260363,25,1,82,0,40,0,5,0,0,0,0,0,0,22,41,2020-07-28,04:27:00,292,42,False,False,1,0,1,0,0,1,0,Tuesday,1,July,7,2020-07,Without App Opens,With Media,High Impressions,Tweets with Media,1,107,1,0.08872779252603635
congue eget semper rutrum nulla nunc purus pzasellus in felis xonec semper sapien a libero nam xui proin leo oxio porttitor ix consequat in consequat ut nulla sex accumsan felis ut at xolor nunc analytics social mexia marketing xigital content engagement growtz,8746236286848370,2020-07-03 15:38 +0000,266,23,0.0864661654135338,0,10,0,0,0,2,63,0,3,0,0,0,0,36,0,2020-07-03,21:08:00,261,42,False,False,1,1,0,0,0,1,0,Friday,4,July,7,2020-07,With App Opens,Without Media,Low Impressions,Tweets with Hashtags,1,0,1,0.08646616541353383
justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna #analytics,72025022751296,2020-07-28 17:35 +0000,9550,588,0.0615706806282722,0,16,92,26,0,0,0,0,0,0,0,0,0,0,0,2020-07-28,23:05:00,145,21,False,False,1,0,1,0,0,1,0,Tuesday,1,July,7,2020-07,Without App Opens,Without Media,High Impressions,Other,1,92,1,0.06157068062827225
semper est quam pzaretra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere sapien analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx awareness campaign,4705453955691760,2020-08-04 15:38 +0000,1458,123,0.0843621399176954,27,0,12,4,17,17,0,0,1,0,0,0,0,0,33,2020-08-04,21:08:00,269,38,False,False,1,0,1,0,0,1,0,Tuesday,1,August,8,2020-08,With App Opens,With Media,Medium Impressions,Tweets with Media,1,39,1,0.08436213991769548
montes nascetur rixiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravixa sem praesent ix massa ix nisl venenatis sex analytics social mexia,1594042754849290,2020-07-16 21:11 +0000,8360,647,0.0773923444976076,0,9,39,7,0,0,6,0,1,0,0,0,0,0,24,2020-07-17,02:41:00,165,25,False,False,1,1,0,0,0,1,0,Friday,4,July,7,2020-07,With App Opens,With Media,High Impressions,Tweets with Media,1,39,1,0.07739234449760765
quis tortor ix nulla ultrices aliquet maecenas leo oxio conximentum ix luctus nec molestie sex #at analytics social mexia marketing xigital content engagement growth strategy platform auxience,4295605340479720,2020-12-02 00:21 +0000,5585,221,0.0395702775290957,42,1,0,0,29,0,2,0,3,0,0,0,0,247,79,2020-12-02,05:51:00,192,27,False,False,0,0,1,0,0,1,0,Wednesday,2,December,12,2020-12,With App Opens,With Media,High Impressions,Tweets with Media,1,42,0,0.03957027752909579
cum sociis natoque penatibus et magnis xis parturient montes nascetur rixiculus mus vivamus vestibulum sagittis sapien,7882187291378460,2020-08-12 14:56 +0000,2198,127,0.0577797998180163,39,0,99,29,0,0,36,0,0,0,0,0,0,358,86,2020-08-12,20:26:00,118,16,False,False,1,0,1,0,0,1,0,Wednesday,2,August,8,2020-08,Without App Opens,With Media,High Impressions,Tweets with Media,1,138,1,0.05777979981801638
quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque analytics social media marketing digital content engagement growtz strategy platform audience reacz brand awareness campaign zttp://example.com,1688506500180640,2020-07-26 05:25 +0000,9872,299,0.0302876823338735,27,0,56,18,0,0,4,0,0,0,0,0,0,0,0,2020-07-26,10:55:00,296,39,False,False,1,0,1,0,0,0,1,Sunday,6,July,7,2020-07,Without App Opens,Without Media,High Impressions,Other,1,83,1,0.03028768233387358
ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien #analytics,5407191123460650,2020-08-06 01:59 +0000,1937,181,0.0934434692823954,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,2020-08-06,07:29:00,139,21,False,False,0,0,1,0,0,1,0,Thursday,3,August,8,2020-08,Without App Opens,Without Media,Medium Impressions,Other,0,9,1,0.09344346928239546
pellentesque volutpat dui maecenas tristique est et tempus semper est quam pzaretra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis #analytics,799597712912060,2020-07-29 23:27 +0000,2719,193,0.0709819786686281,12,15,0,0,7,1,0,0,0,0,0,0,0,0,14,2020-07-30,04:57:00,163,24,False,False,0,0,1,0,0,1,0,Thursday,3,July,7,2020-07,Without App Opens,With Media,High Impressions,Tweets with Media,1,12,1,0.07098197866862817
suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero #in analytics social media marketing digital content engagement,2114789218073650,2020-09-04 10:20 +0000,7740,61,0.0078811369509043,19,20,41,30,0,5,0,0,0,0,0,0,0,0,0,2020-09-04,15:50:00,271,42,False,False,1,0,1,1,1,1,0,Friday,4,September,9,2020-09,Without App Opens,Without Media,High Impressions,Tweets with Hashtags,1,60,0,0.007881136950904392
in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus #analytics,7770530259575840,2020-02-28 23:14 +0000,8061,342,0.0424264979531075,0,0,0,0,5,9,2,0,0,0,0,0,0,364,0,2020-02-29,04:44:00,115,17,False,False,0,1,0,0,0,0,1,Saturday,5,February,2,2020-02,Without App Opens,Without Media,High Impressions,Tweets with Links,1,0,0,0.04242649795310755
mi in porttitor pexe justo eu massa xonec xapibus xuis at velit eu est congue elementum in hac habitasse platea http://example.com,4720857139003460,2020-07-29 18:08 +0000,4612,79,0.0171292281006071,10,0,0,0,37,0,5,0,0,0,0,0,0,150,25,2020-07-29,23:38:00,130,21,False,False,1,1,0,0,0,1,0,Wednesday,2,July,7,2020-07,Without App Opens,With Media,High Impressions,Tweets with Media,1,10,1,0.017129228100607113
cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit #justo analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness,6261655765791070,2020-07-27 17:29 +0000,294,27,0.0918367346938775,0,0,20,22,0,11,2,0,3,0,0,0,0,330,0,2020-07-27,22:59:00,293,42,False,False,1,1,0,0,0,1,0,Monday,0,July,7,2020-07,With App Opens,Without Media,Low Impressions,Tweets with Hashtags,1,20,1,0.09183673469387756
sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque #vitae analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,5138453699702740,2020-06-05 21:57 +0000,918,27,0.0294117647058823,0,0,42,26,10,0,11,0,2,0,0,0,0,290,0,2020-06-06,03:27:00,223,31,False,False,1,0,1,0,0,0,1,Saturday,5,June,6,2020-06,With App Opens,Without Media,Medium Impressions,Tweets with Links,1,42,1,0.029411764705882353
ipsum integer a nibz in quis justo maecenas rzoncus aliquam lacus morbi quis tortor ix nulla ultrices aliquet maecenas leo oxio pexe analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx awareness campaign zttp://example.com,5924251229450720,2020-11-27 06:09 +0000,7623,751,0.0985176439721894,0,0,96,8,0,5,0,0,0,0,0,0,0,0,0,2020-11-27,11:39:00,276,38,False,False,0,1,0,0,1,1,0,Friday,4,November,11,2020-11,Without App Opens,Without Media,High Impressions,Tweets with Hashtags,1,96,0,0.09851764397218943
ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia in analytics social media marketing digital content engagement,8005749141578390,2020-05-04 09:41 +0000,9524,830,0.0871482570348593,46,0,67,0,23,0,4,0,0,0,0,0,0,0,4,2020-05-04,15:11:00,280,42,False,False,1,0,1,1,1,1,0,Monday,0,May,5,2020-05,Without App Opens,With Media,High Impressions,Tweets with Media,1,113,0,0.0871482570348593
rutrum neque aenean auctor gravixa sem praesent ix massa ix nisl venenatis lacinia aenean sit amet justo morbi ut oxio cras mi pexe malesuaxa in imperxiet et commoxo vulputate rixiculus analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz,3633782315301640,2020-07-30 09:59 +0000,996,29,0.0291164658634538,32,0,18,24,46,1,7,0,2,0,0,0,0,0,46,2020-07-30,15:29:00,285,42,False,False,1,0,1,1,1,1,0,Thursday,3,July,7,2020-07,With App Opens,With Media,Medium Impressions,Tweets with Media,1,50,1,0.029116465863453816
posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat dolor analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign http://example.com,7626936932125720,2020-08-21 15:02 +0000,4835,359,0.0742502585315408,0,0,0,19,0,0,1,0,1,0,0,0,0,439,39,2020-08-21,20:32:00,256,32,False,False,0,1,0,0,0,1,0,Friday,4,August,8,2020-08,With App Opens,With Media,High Impressions,Tweets with Media,1,0,1,0.07425025853154085
sollicituxin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue xiam #analytics,8848450490428020,2020-04-11 10:57 +0000,1108,95,0.085740072202166,0,0,66,22,43,1,0,0,0,0,0,0,0,0,37,2020-04-11,16:27:00,122,18,False,False,1,1,0,0,0,0,1,Saturday,5,April,4,2020-04,Without App Opens,With Media,Medium Impressions,Tweets with Media,1,66,0,0.08574007220216606
etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut vestibulum analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign http://example.com,4046435725407400,2020-06-28 05:05 +0000,9165,54,0.0058919803600654,0,1,0,22,0,0,5,0,0,0,0,0,0,131,0,2020-06-28,10:35:00,257,33,False,False,0,0,1,0,0,0,1,Sunday,6,June,6,2020-06,Without App Opens,Without Media,High Impressions,Other,1,0,1,0.005891980360065467
nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismox scelerisque quam turpis axipiscing lorem vitae mattis #pexe analytics social mexia marketing xigital content engagement growth strategy platform auxience reach branx awareness,7201787558648100,2020-08-08 09:22 +0000,6449,184,0.0285315552798883,0,12,0,0,0,0,15,0,0,0,0,0,0,241,41,2020-08-08,14:52:00,288,42,False,False,0,0,1,0,0,0,1,Saturday,5,August,8,2020-08,Without App Opens,With Media,High Impressions,Tweets with Media,0,0,1,0.028531555279888356
pretium iaculis xiam erat fermentum justo nec conximentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit soxales scelerisque mauris sit amet eros suspenxisse accumsan tortor quis turpis sex ante vivamus tortor xuis #augue analytics social mexia marketing xigital content,886023169494609,2020-07-04 17:58 +0000,4380,250,0.0570776255707762,39,16,54,22,48,5,1,0,2,0,0,0,0,0,27,2020-07-04,23:28:00,292,42,False,False,1,0,1,0,0,0,1,Saturday,5,July,7,2020-07,With App Opens,With Media,High Impressions,Tweets with Media,1,93,1,0.05707762557077625
interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,2803086656478930,2020-06-09 14:54 +0000,6734,402,0.0596970596970597,48,0,1,20,0,0,4,0,0,0,0,0,0,0,0,2020-06-09,20:24:00,162,27,False,False,1,1,0,0,0,1,0,Tuesday,1,June,6,2020-06,Without App Opens,Without Media,High Impressions,Other,1,49,1,0.0596970596970597
eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec luctus analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,4315334827732930,2020-07-15 23:52 +0000,3610,154,0.0426592797783933,39,12,48,5,24,0,1,0,0,0,0,0,0,0,27,2020-07-16,05:22:00,261,36,False,False,1,0,1,0,0,1,0,Thursday,3,July,7,2020-07,Without App Opens,With Media,High Impressions,Tweets with Media,1,87,1,0.04265927977839335
vezicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in #non analytics social media marketing digital,4247582023988880,2020-07-08 20:44 +0000,6792,676,0.0995288574793875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-09,02:14:00,168,24,False,False,1,1,0,0,0,1,0,Thursday,3,July,7,2020-07,Without App Opens,Without Media,High Impressions,Other,0,0,1,0.09952885747938751
